customer_id,acquisition_channel,region,recency_days,frequency,monetary_value,customer_aov,first_order_date,last_order_date,recency_score,frequency_score,monetary_score,rfm_segment,churned_90d
C007701,Paid Search,West,20,3,179.65,59.88,2025-08-06,2025-12-12,5,5,3,Champions,0
C006392,Email,Central,276,1,179.37,179.37,2025-03-31,2025-03-31,2,3,3,At Risk,1
C000667,Email,West,105,1,179.31,179.31,2025-09-18,2025-09-18,3,3,3,Need Attention,1
C009850,Organic Search,West,140,2,179.28,89.64,2024-03-21,2025-08-14,3,4,3,Loyal Customers,1
C002037,Direct,North,300,2,179.03,89.52,2024-10-01,2025-03-07,1,4,3,At Risk,1
C000613,Social,North,261,1,179.02,179.02,2025-04-15,2025-04-15,2,3,3,At Risk,1
C002776,Organic Search,South,88,2,179.01,89.5,2025-06-11,2025-10-05,3,4,3,Loyal Customers,0
C001170,Direct,West,229,2,178.92,89.46,2025-02-02,2025-05-17,2,4,3,At Risk,1
C007776,Paid Search,South,30,3,178.91,59.64,2025-11-26,2025-12-02,5,5,3,Champions,0
C001413,Email,North,141,1,178.86,178.86,2025-08-13,2025-08-13,3,3,3,Need Attention,1
C000936,Organic Search,West,18,3,178.77,59.59,2024-05-22,2025-12-14,5,5,3,Champions,0
C004817,Paid Search,South,48,2,178.64,89.32,2025-11-14,2025-11-14,4,4,3,Champions,0
C009356,Organic Search,South,212,1,178.51,178.51,2025-06-03,2025-06-03,2,3,3,At Risk,1
C003626,Paid Search,North,43,1,178.46,178.46,2025-11-19,2025-11-19,4,3,3,Potential Loyalists,0
C005456,Email,North,54,1,178.38,178.38,2025-11-08,2025-11-08,4,3,3,Potential Loyalists,0
C005513,Social,South,551,1,178.36,178.36,2024-06-29,2024-06-29,1,3,3,At Risk,1
C007347,Email,South,192,1,178.22,178.22,2025-06-23,2025-06-23,2,3,3,At Risk,1
C006727,Affiliate,West,369,1,178.12,178.12,2024-12-28,2024-12-28,1,3,3,At Risk,1
C002891,Organic Search,West,59,1,178.06,178.06,2025-11-03,2025-11-03,4,3,3,Potential Loyalists,0
C002449,Social,North,430,1,178.06,178.06,2024-10-28,2024-10-28,1,3,3,At Risk,1
C004605,Organic Search,East,5,2,177.93,88.97,2025-12-12,2025-12-27,5,4,3,Champions,0
C008591,Social,North,197,2,177.9,88.95,2024-03-08,2025-06-18,2,4,3,At Risk,1
C007683,Paid Search,South,14,1,177.87,177.87,2025-12-18,2025-12-18,5,3,3,Potential Loyalists,0
C009722,Organic Search,West,17,3,177.68,59.23,2025-07-16,2025-12-15,5,5,3,Champions,0
C009252,Email,South,265,2,177.54,88.77,2024-12-21,2025-04-11,2,4,3,At Risk,1
C007574,Paid Search,South,6,2,177.38,88.69,2025-07-23,2025-12-26,5,4,3,Champions,0
C003956,Affiliate,North,326,1,177.37,177.37,2025-02-09,2025-02-09,1,3,3,At Risk,1
C009225,Email,West,99,2,177.23,88.62,2025-04-15,2025-09-24,3,4,3,Loyal Customers,1
C004692,Direct,South,222,1,177.18,177.18,2025-05-24,2025-05-24,2,3,3,At Risk,1
C006025,Social,North,8,2,177.16,88.58,2025-12-19,2025-12-24,5,4,3,Champions,0
C006686,Direct,South,50,2,177.02,88.51,2025-05-07,2025-11-12,4,4,3,Champions,0
C002183,Affiliate,North,58,1,176.99,176.99,2025-11-04,2025-11-04,4,3,3,Potential Loyalists,0
C004235,Direct,West,379,1,176.85,176.85,2024-12-18,2024-12-18,1,3,3,At Risk,1
C008856,Paid Search,West,214,2,176.62,88.31,2024-05-04,2025-06-01,2,4,3,At Risk,1
C003427,Direct,West,13,2,176.49,88.25,2025-08-21,2025-12-19,5,4,3,Champions,0
C007279,Organic Search,Central,29,1,176.22,176.22,2025-12-03,2025-12-03,5,3,3,Potential Loyalists,0
C009125,Affiliate,East,122,1,176.06,176.06,2025-09-01,2025-09-01,3,3,3,Need Attention,1
C009645,Paid Search,East,285,1,176.06,176.06,2025-03-22,2025-03-22,1,3,3,At Risk,1
C009290,Organic Search,West,25,1,176.02,176.02,2025-12-07,2025-12-07,5,3,3,Potential Loyalists,0
C000878,Direct,South,9,2,175.96,87.98,2025-11-28,2025-12-23,5,4,3,Champions,0
C006866,Organic Search,South,399,1,175.86,175.86,2024-11-28,2024-11-28,1,3,3,At Risk,1
C001590,Social,West,171,2,175.83,87.91,2024-08-25,2025-07-14,2,4,3,At Risk,1
C006635,Paid Search,West,44,1,175.77,175.77,2025-11-18,2025-11-18,4,3,3,Potential Loyalists,0
C006272,Direct,South,54,1,175.67,175.67,2025-11-08,2025-11-08,4,3,3,Potential Loyalists,0
C007655,Affiliate,West,188,1,175.31,175.31,2025-06-27,2025-06-27,2,3,3,At Risk,1
C001662,Direct,Central,104,1,175.24,175.24,2025-09-19,2025-09-19,3,3,3,Need Attention,1
C002046,Direct,West,3,2,175.19,87.59,2025-12-12,2025-12-29,5,4,3,Champions,0
C007660,Affiliate,North,146,2,175.0,87.5,2025-01-16,2025-08-08,3,4,3,Loyal Customers,1
C000664,Social,West,8,3,174.95,58.32,2025-10-09,2025-12-24,5,5,3,Champions,0
C009101,Paid Search,South,81,1,174.86,174.86,2025-10-12,2025-10-12,4,3,3,Potential Loyalists,0
C004679,Social,West,650,1,174.79,174.79,2024-03-22,2024-03-22,1,3,3,At Risk,1
C008519,Paid Search,North,64,2,174.67,87.34,2025-06-13,2025-10-29,4,4,3,Champions,0
C003081,Direct,South,17,1,174.27,174.27,2025-12-15,2025-12-15,5,3,3,Potential Loyalists,0
C001505,Paid Search,West,1,3,174.23,58.08,2025-12-01,2025-12-31,5,5,3,Champions,0
C003744,Direct,North,9,2,174.14,87.07,2025-07-08,2025-12-23,5,4,3,Champions,0
C009082,Direct,South,33,1,173.99,173.99,2025-11-29,2025-11-29,5,3,3,Potential Loyalists,0
C006602,Paid Search,West,3,1,173.85,173.85,2025-12-29,2025-12-29,5,3,3,Potential Loyalists,0
C002908,Social,West,554,1,173.83,173.83,2024-06-26,2024-06-26,1,3,3,At Risk,1
C009154,Affiliate,North,204,1,173.25,173.25,2025-06-11,2025-06-11,2,3,3,At Risk,1
C002223,Organic Search,South,75,2,173.03,86.52,2025-07-23,2025-10-18,4,4,3,Champions,0
C008196,Organic Search,North,33,2,172.97,86.48,2025-01-31,2025-11-29,5,4,3,Champions,0
C008324,Social,East,160,1,172.96,172.96,2025-07-25,2025-07-25,3,3,3,Need Attention,1
C008119,Paid Search,South,50,1,172.92,172.92,2025-11-12,2025-11-12,4,3,3,Potential Loyalists,0
C007718,Paid Search,North,274,1,172.76,172.76,2025-04-02,2025-04-02,2,3,3,At Risk,1
C000148,Direct,North,152,1,172.73,172.73,2025-08-02,2025-08-02,3,3,3,Need Attention,1
C006271,Paid Search,South,274,2,172.59,86.3,2025-02-22,2025-04-02,2,4,3,At Risk,1
C000237,Email,South,408,1,172.55,172.55,2024-11-19,2024-11-19,1,3,3,At Risk,1
C009902,Organic Search,West,91,1,172.45,172.45,2025-10-02,2025-10-02,3,3,3,Need Attention,1
C003274,Paid Search,East,40,3,172.29,57.43,2025-07-28,2025-11-22,4,5,3,Champions,0
C003683,Organic Search,South,83,1,172.25,172.25,2025-10-10,2025-10-10,3,3,3,Need Attention,0
C006841,Email,East,204,2,172.14,86.07,2025-04-21,2025-06-11,2,4,3,At Risk,1
C000359,Email,South,290,1,171.95,171.95,2025-03-17,2025-03-17,1,3,3,At Risk,1
C000877,Direct,South,23,2,171.6,85.8,2025-12-09,2025-12-09,5,4,3,Champions,0
C007218,Paid Search,East,154,2,171.49,85.75,2025-07-18,2025-07-31,3,4,3,Loyal Customers,1
C004107,Email,East,540,1,171.48,171.48,2024-07-10,2024-07-10,1,3,3,At Risk,1
C002217,Paid Search,West,145,1,171.32,171.32,2025-08-09,2025-08-09,3,3,3,Need Attention,1
C002619,Direct,North,524,1,171.18,171.18,2024-07-26,2024-07-26,1,3,3,At Risk,1
C008019,Social,South,262,1,171.08,171.08,2025-04-14,2025-04-14,2,3,3,At Risk,1
C009633,Social,South,64,2,170.9,85.45,2025-02-07,2025-10-29,4,4,3,Champions,0
C009464,Organic Search,West,196,2,170.87,85.44,2024-12-23,2025-06-19,2,4,3,At Risk,1
C009787,Paid Search,West,61,1,170.83,170.83,2025-11-01,2025-11-01,4,3,3,Potential Loyalists,0
C006250,Affiliate,South,45,3,170.72,56.91,2025-11-03,2025-11-17,4,5,3,Champions,0
C004615,Paid Search,South,79,1,170.46,170.46,2025-10-14,2025-10-14,4,3,3,Potential Loyalists,0
C006855,Organic Search,West,347,1,170.43,170.43,2025-01-19,2025-01-19,1,3,3,At Risk,1
C008118,Organic Search,South,146,1,170.4,170.4,2025-08-08,2025-08-08,3,3,3,Need Attention,1
C006375,Paid Search,South,178,2,170.4,85.2,2025-07-06,2025-07-07,2,4,3,At Risk,1
C005736,Social,North,30,1,170.33,170.33,2025-12-02,2025-12-02,5,3,3,Potential Loyalists,0
C007423,Organic Search,South,57,2,170.25,85.13,2025-11-02,2025-11-05,4,4,3,Champions,0
C001201,Organic Search,North,92,1,170.05,170.05,2025-10-01,2025-10-01,3,3,3,Need Attention,1
C005702,Direct,West,202,1,170.0,170.0,2025-06-13,2025-06-13,2,3,3,At Risk,1
C009115,Organic Search,South,135,3,169.82,56.61,2025-02-21,2025-08-19,3,5,3,Loyal Customers,1
C006383,Organic Search,Central,223,2,169.8,84.9,2025-02-14,2025-05-23,2,4,3,At Risk,1
C005334,Organic Search,West,304,1,169.67,169.67,2025-03-03,2025-03-03,1,3,3,At Risk,1
C004886,Organic Search,North,56,2,169.38,84.69,2025-03-13,2025-11-06,4,4,3,Champions,0
C005480,Email,North,192,1,169.38,169.38,2025-06-23,2025-06-23,2,3,3,At Risk,1
C008896,Social,West,221,1,169.32,169.32,2025-05-25,2025-05-25,2,3,3,At Risk,1
C009976,Direct,West,74,1,169.31,169.31,2025-10-19,2025-10-19,4,3,3,Potential Loyalists,0
C004488,Email,West,28,2,169.1,84.55,2025-08-23,2025-12-04,5,4,3,Champions,0
C002522,Paid Search,North,28,1,169.08,169.08,2025-12-04,2025-12-04,5,3,3,Potential Loyalists,0
C008111,Paid Search,South,49,2,169.03,84.52,2025-04-19,2025-11-13,4,4,3,Champions,0
C003586,Paid Search,West,144,2,168.88,84.44,2025-04-25,2025-08-10,3,4,3,Loyal Customers,1
C001311,Email,South,6,1,168.75,168.75,2025-12-26,2025-12-26,5,3,3,Potential Loyalists,0
C007849,Affiliate,West,165,1,168.73,168.73,2025-07-20,2025-07-20,2,3,3,At Risk,1
C006211,Email,West,376,1,168.5,168.5,2024-12-21,2024-12-21,1,3,3,At Risk,1
C006023,Organic Search,West,37,2,168.4,84.2,2025-11-17,2025-11-25,4,4,3,Champions,0
C000456,Direct,West,127,1,168.38,168.38,2025-08-27,2025-08-27,3,3,3,Need Attention,1
C004323,Social,Central,456,1,168.37,168.37,2024-10-02,2024-10-02,1,3,3,At Risk,1
C003117,Paid Search,West,471,1,168.32,168.32,2024-09-17,2024-09-17,1,3,3,At Risk,1
C007182,Social,South,70,2,168.15,84.08,2024-03-06,2025-10-23,4,4,3,Champions,0
C006721,Direct,South,137,1,168.07,168.07,2025-08-17,2025-08-17,3,3,3,Need Attention,1
C002029,Social,North,104,1,167.91,167.91,2025-09-19,2025-09-19,3,3,3,Need Attention,1
C003841,Email,East,52,2,167.81,83.91,2025-04-25,2025-11-10,4,4,3,Champions,0
C007621,Social,South,92,2,167.66,83.83,2025-08-25,2025-10-01,3,4,3,Loyal Customers,1
C007167,Social,East,345,1,167.64,167.64,2025-01-21,2025-01-21,1,3,3,At Risk,1
C002368,Organic Search,South,45,2,167.6,83.8,2025-10-14,2025-11-17,4,4,3,Champions,0
C004183,Organic Search,East,44,1,167.52,167.52,2025-11-18,2025-11-18,4,3,3,Potential Loyalists,0
C005735,Organic Search,West,123,2,167.5,83.75,2025-08-02,2025-08-31,3,4,3,Loyal Customers,1
C004784,Organic Search,North,166,1,167.47,167.47,2025-07-19,2025-07-19,2,3,3,At Risk,1
C003116,Organic Search,Central,43,1,167.26,167.26,2025-11-19,2025-11-19,4,3,3,Potential Loyalists,0
C000895,Affiliate,East,44,1,167.17,167.17,2025-11-18,2025-11-18,4,3,3,Potential Loyalists,0
C002714,Social,West,236,1,166.96,166.96,2025-05-10,2025-05-10,2,3,3,At Risk,1
C009859,Social,North,93,1,166.92,166.92,2025-09-30,2025-09-30,3,3,3,Need Attention,1
C004793,Direct,South,116,1,166.87,166.87,2025-09-07,2025-09-07,3,3,3,Need Attention,1
C006707,Email,West,4,2,166.53,83.27,2025-11-16,2025-12-28,5,4,3,Champions,0
C000645,Affiliate,Central,21,2,166.5,83.25,2025-11-11,2025-12-11,5,4,3,Champions,0
C007867,Email,West,41,1,166.43,166.43,2025-11-21,2025-11-21,4,3,3,Potential Loyalists,0
C006062,Paid Search,South,701,1,166.38,166.38,2024-01-31,2024-01-31,1,3,3,At Risk,1
C004325,Direct,West,42,1,166.29,166.29,2025-11-20,2025-11-20,4,3,3,Potential Loyalists,0
C008943,Organic Search,West,19,1,166.23,166.23,2025-12-13,2025-12-13,5,3,3,Potential Loyalists,0
C007413,Affiliate,West,293,1,166.16,166.16,2025-03-14,2025-03-14,1,3,3,At Risk,1
C005574,Affiliate,East,135,1,166.02,166.02,2025-08-19,2025-08-19,3,3,3,Need Attention,1
C000127,Affiliate,South,360,1,165.89,165.89,2025-01-06,2025-01-06,1,3,3,At Risk,1
C006973,Paid Search,South,433,1,165.84,165.84,2024-10-25,2024-10-25,1,3,3,At Risk,1
C003968,Social,West,107,2,165.68,82.84,2025-09-10,2025-09-16,3,4,3,Loyal Customers,1
C007430,Affiliate,East,32,2,165.57,82.78,2025-08-21,2025-11-30,5,4,3,Champions,0
C004178,Organic Search,West,255,1,165.5,165.5,2025-04-21,2025-04-21,2,3,3,At Risk,1
C004972,Affiliate,West,245,2,165.33,82.67,2025-04-27,2025-05-01,2,4,3,At Risk,1
C003687,Organic Search,South,211,1,165.22,165.22,2025-06-04,2025-06-04,2,3,3,At Risk,1
C004927,Social,South,35,2,165.0,82.5,2025-11-18,2025-11-27,4,4,3,Champions,0
C009169,Organic Search,West,190,1,164.76,164.76,2025-06-25,2025-06-25,2,3,3,At Risk,1
C002636,Email,South,1,3,164.75,54.92,2025-10-07,2025-12-31,5,5,3,Champions,0
C002677,Affiliate,South,200,2,164.72,82.36,2025-04-12,2025-06-15,2,4,3,At Risk,1
C001408,Paid Search,West,10,3,164.62,54.87,2025-06-30,2025-12-22,5,5,3,Champions,0
C009715,Email,West,460,1,164.59,164.59,2024-09-28,2024-09-28,1,3,3,At Risk,1
C000694,Affiliate,South,326,1,164.36,164.36,2025-02-09,2025-02-09,1,3,3,At Risk,1
C003266,Email,South,18,3,164.19,54.73,2024-10-10,2025-12-14,5,5,3,Champions,0
C007593,Organic Search,West,51,1,164.17,164.17,2025-11-11,2025-11-11,4,3,3,Potential Loyalists,0
C002096,Email,South,263,3,164.15,54.72,2025-02-05,2025-04-13,2,5,3,At Risk,1
C008302,Direct,South,125,1,164.12,164.12,2025-08-29,2025-08-29,3,3,3,Need Attention,1
C004193,Paid Search,North,167,1,163.89,163.89,2025-07-18,2025-07-18,2,3,3,At Risk,1
C000380,Direct,East,450,1,163.85,163.85,2024-10-08,2024-10-08,1,3,3,At Risk,1
C004824,Affiliate,East,153,1,163.6,163.6,2025-08-01,2025-08-01,3,3,3,Need Attention,1
C002180,Organic Search,North,239,1,163.49,163.49,2025-05-07,2025-05-07,2,3,3,At Risk,1
C008820,Affiliate,East,15,2,163.46,81.73,2025-06-01,2025-12-17,5,4,3,Champions,0
C009495,Email,West,76,2,163.22,81.61,2025-01-01,2025-10-17,4,4,3,Champions,0
C000591,Social,East,62,1,163.04,163.04,2025-10-31,2025-10-31,4,3,3,Potential Loyalists,0
C005584,Organic Search,East,82,1,162.97,162.97,2025-10-11,2025-10-11,3,3,3,Need Attention,0
C008179,Direct,North,424,1,162.91,162.91,2024-11-03,2024-11-03,1,3,3,At Risk,1
C000622,Paid Search,South,104,2,162.9,81.45,2024-10-16,2025-09-19,3,4,3,Loyal Customers,1
C001496,Organic Search,Central,63,2,162.73,81.36,2025-08-18,2025-10-30,4,4,3,Champions,0
C005997,Direct,North,392,1,162.51,162.51,2024-12-05,2024-12-05,1,3,3,At Risk,1
C002598,Direct,South,87,1,162.46,162.46,2025-10-06,2025-10-06,3,3,3,Need Attention,0
C004123,Direct,East,409,1,162.45,162.45,2024-11-18,2024-11-18,1,3,3,At Risk,1
C003764,Paid Search,South,31,2,162.39,81.2,2025-08-31,2025-12-01,5,4,3,Champions,0
C009192,Organic Search,South,70,2,162.36,81.18,2025-08-04,2025-10-23,4,4,3,Champions,0
C003404,Organic Search,East,88,2,162.09,81.05,2025-07-26,2025-10-05,3,4,3,Loyal Customers,0
C003401,Email,West,7,2,162.08,81.04,2025-12-01,2025-12-25,5,4,3,Champions,0
C000970,Social,West,108,2,161.99,81.0,2025-02-06,2025-09-15,3,4,3,Loyal Customers,1
C003368,Social,Central,5,2,161.96,80.98,2025-12-08,2025-12-27,5,4,3,Champions,0
C007219,Organic Search,South,122,2,161.96,80.98,2025-03-09,2025-09-01,3,4,3,Loyal Customers,1
C002201,Direct,West,2,2,161.67,80.84,2025-09-18,2025-12-30,5,4,3,Champions,0
C004145,Email,South,270,2,161.53,80.77,2025-04-01,2025-04-06,2,4,3,At Risk,1
C004510,Social,South,313,1,161.5,161.5,2025-02-22,2025-02-22,1,3,3,At Risk,1
C001587,Email,South,5,2,161.49,80.75,2025-11-15,2025-12-27,5,4,3,Champions,0
C000767,Organic Search,West,40,2,161.44,80.72,2025-10-09,2025-11-22,4,4,3,Champions,0
C005596,Social,Central,446,2,161.18,80.59,2024-03-21,2024-10-12,1,4,3,At Risk,1
C004290,Organic Search,Central,50,3,161.11,53.7,2025-01-23,2025-11-12,4,5,3,Champions,0
C005358,Direct,South,36,1,161.02,161.02,2025-11-26,2025-11-26,4,3,3,Potential Loyalists,0
C009503,Affiliate,Central,327,1,160.98,160.98,2025-02-08,2025-02-08,1,3,3,At Risk,1
C004160,Paid Search,West,248,1,160.9,160.9,2025-04-28,2025-04-28,2,3,3,At Risk,1
C005679,Social,East,51,1,160.55,160.55,2025-11-11,2025-11-11,4,3,3,Potential Loyalists,0
C003816,Direct,South,14,2,160.45,80.22,2025-11-08,2025-12-18,5,4,3,Champions,0
C007633,Paid Search,East,172,1,160.44,160.44,2025-07-13,2025-07-13,2,3,3,At Risk,1
C002165,Email,East,29,2,160.43,80.22,2025-06-08,2025-12-03,5,4,3,Champions,0
C003789,Direct,South,1,1,160.36,160.36,2025-12-31,2025-12-31,5,3,3,Potential Loyalists,0
C004903,Direct,West,133,1,160.35,160.35,2025-08-21,2025-08-21,3,3,3,Need Attention,1
C002583,Paid Search,West,2,1,160.32,160.32,2025-12-30,2025-12-30,5,3,3,Potential Loyalists,0
C000852,Organic Search,West,24,1,160.3,160.3,2025-12-08,2025-12-08,5,3,3,Potential Loyalists,0
C007903,Organic Search,North,455,2,160.28,80.14,2024-07-03,2024-10-03,1,4,3,At Risk,1
C003106,Social,Central,56,1,160.02,160.02,2025-11-06,2025-11-06,4,3,3,Potential Loyalists,0
C002906,Organic Search,Central,416,1,159.99,159.99,2024-11-11,2024-11-11,1,3,3,At Risk,1
C007078,Social,North,378,1,159.88,159.88,2024-12-19,2024-12-19,1,3,3,At Risk,1
C008734,Paid Search,South,97,1,159.79,159.79,2025-09-26,2025-09-26,3,3,3,Need Attention,1
C005387,Direct,West,149,1,159.67,159.67,2025-08-05,2025-08-05,3,3,3,Need Attention,1
C009151,Paid Search,South,591,1,159.53,159.53,2024-05-20,2024-05-20,1,3,3,At Risk,1
C009834,Organic Search,East,88,1,159.39,159.39,2025-10-05,2025-10-05,3,3,3,Need Attention,0
C001860,Affiliate,South,39,1,159.31,159.31,2025-11-23,2025-11-23,4,3,3,Potential Loyalists,0
C005724,Organic Search,East,10,1,159.29,159.29,2025-12-22,2025-12-22,5,3,3,Potential Loyalists,0
C000634,Direct,South,17,2,158.97,79.48,2025-04-02,2025-12-15,5,4,3,Champions,0
C001209,Social,South,48,1,158.88,158.88,2025-11-14,2025-11-14,4,3,3,Potential Loyalists,0
C000723,Affiliate,West,45,2,158.85,79.43,2025-07-11,2025-11-17,4,4,3,Champions,0
C005505,Affiliate,East,83,1,158.69,158.69,2025-10-10,2025-10-10,3,3,3,Need Attention,0
C005524,Organic Search,Central,52,1,158.54,158.54,2025-11-10,2025-11-10,4,3,3,Potential Loyalists,0
C006507,Paid Search,North,45,2,158.51,79.25,2024-04-06,2025-11-17,4,4,3,Champions,0
C000958,Social,North,83,2,158.43,79.22,2025-01-20,2025-10-10,3,4,3,Loyal Customers,0
C009504,Direct,West,535,1,158.12,158.12,2024-07-15,2024-07-15,1,3,3,At Risk,1
C003408,Paid Search,South,226,2,158.1,79.05,2025-01-19,2025-05-20,2,4,3,At Risk,1
C001127,Direct,South,74,1,158.09,158.09,2025-10-19,2025-10-19,4,3,3,Potential Loyalists,0
C000140,Paid Search,West,176,1,158.06,158.06,2025-07-09,2025-07-09,2,3,3,At Risk,1
C005835,Organic Search,North,25,2,157.92,78.96,2025-08-21,2025-12-07,5,4,3,Champions,0
C009404,Email,South,106,3,157.68,52.56,2025-04-16,2025-09-17,3,5,3,Loyal Customers,1
C001251,Organic Search,West,186,1,157.6,157.6,2025-06-29,2025-06-29,2,3,3,At Risk,1
C003208,Direct,West,11,1,157.11,157.11,2025-12-21,2025-12-21,5,3,3,Potential Loyalists,0
C004226,Social,East,194,1,157.07,157.07,2025-06-21,2025-06-21,2,3,3,At Risk,1
C001602,Organic Search,West,502,1,156.97,156.97,2024-08-17,2024-08-17,1,3,3,At Risk,1
C001180,Direct,West,165,3,156.91,52.3,2025-03-07,2025-07-20,2,5,3,At Risk,1
C002079,Affiliate,South,114,1,156.65,156.65,2025-09-09,2025-09-09,3,3,3,Need Attention,1
C001333,Direct,North,47,1,156.63,156.63,2025-11-15,2025-11-15,4,3,3,Potential Loyalists,0
C001304,Paid Search,South,26,2,156.53,78.27,2025-07-02,2025-12-06,5,4,3,Champions,0
C001650,Direct,West,289,1,156.46,156.46,2025-03-18,2025-03-18,1,3,3,At Risk,1
C008353,Organic Search,West,84,1,156.23,156.23,2025-10-09,2025-10-09,3,3,3,Need Attention,0
C008086,Paid Search,West,142,2,156.19,78.09,2025-06-18,2025-08-12,3,4,3,Loyal Customers,1
C002325,Paid Search,South,285,1,156.19,156.19,2025-03-22,2025-03-22,1,3,3,At Risk,1
C004199,Email,West,108,2,155.91,77.95,2025-03-11,2025-09-15,3,4,3,Loyal Customers,1
C004030,Affiliate,East,32,1,155.89,155.89,2025-11-30,2025-11-30,5,3,3,Potential Loyalists,0
C006819,Organic Search,West,28,1,155.85,155.85,2025-12-04,2025-12-04,5,3,3,Potential Loyalists,0
C004977,Email,South,109,1,155.73,155.73,2025-09-14,2025-09-14,3,3,3,Need Attention,1
C003806,Social,West,314,1,155.63,155.63,2025-02-21,2025-02-21,1,3,3,At Risk,1
C006717,Organic Search,East,317,1,155.6,155.6,2025-02-18,2025-02-18,1,3,3,At Risk,1
C000182,Affiliate,East,152,1,155.59,155.59,2025-08-02,2025-08-02,3,3,3,Need Attention,1
C002698,Affiliate,West,412,1,155.46,155.46,2024-11-15,2024-11-15,1,3,3,At Risk,1
C009707,Paid Search,East,138,2,155.44,77.72,2025-07-26,2025-08-16,3,4,3,Loyal Customers,1
C004918,Direct,Central,39,1,155.37,155.37,2025-11-23,2025-11-23,4,3,3,Potential Loyalists,0
C007049,Email,North,11,1,155.04,155.04,2025-12-21,2025-12-21,5,3,3,Potential Loyalists,0
C008525,Direct,West,364,1,154.9,154.9,2025-01-02,2025-01-02,1,3,3,At Risk,1
C009120,Affiliate,North,301,1,154.84,154.84,2025-03-06,2025-03-06,1,3,3,At Risk,1
C008672,Organic Search,South,556,1,154.51,154.51,2024-06-24,2024-06-24,1,3,3,At Risk,1
C005602,Direct,West,20,2,154.5,77.25,2025-10-25,2025-12-12,5,4,3,Champions,0
C006422,Social,North,140,1,154.4,154.4,2025-08-14,2025-08-14,3,3,3,Need Attention,1
C008810,Direct,East,5,1,153.75,153.75,2025-12-27,2025-12-27,5,3,3,Potential Loyalists,0
C007063,Paid Search,South,42,3,153.73,51.24,2024-12-06,2025-11-20,4,5,3,Champions,0
C001570,Organic Search,South,6,1,153.67,153.67,2025-12-26,2025-12-26,5,3,3,Potential Loyalists,0
C008907,Email,South,233,1,153.65,153.65,2025-05-13,2025-05-13,2,3,3,At Risk,1
C008034,Organic Search,South,395,1,153.6,153.6,2024-12-02,2024-12-02,1,3,3,At Risk,1
C004265,Organic Search,East,74,1,153.53,153.53,2025-10-19,2025-10-19,4,3,3,Potential Loyalists,0
C000174,Affiliate,East,82,1,153.36,153.36,2025-10-11,2025-10-11,3,3,3,Need Attention,0
C003275,Organic Search,East,2,1,153.2,153.2,2025-12-30,2025-12-30,5,3,3,Potential Loyalists,0
C001093,Organic Search,South,74,1,152.95,152.95,2025-10-19,2025-10-19,4,3,3,Potential Loyalists,0
C003623,Organic Search,South,88,1,152.86,152.86,2025-10-05,2025-10-05,3,3,3,Need Attention,0
C008627,Organic Search,South,68,2,152.83,76.41,2025-07-01,2025-10-25,4,4,3,Champions,0
C006878,Organic Search,South,216,1,152.77,152.77,2025-05-30,2025-05-30,2,3,3,At Risk,1
C005567,Social,Central,360,1,152.61,152.61,2025-01-06,2025-01-06,1,3,3,At Risk,1
C005034,Organic Search,North,67,1,152.5,152.5,2025-10-26,2025-10-26,4,3,3,Potential Loyalists,0
C008087,Direct,North,126,2,152.46,76.23,2025-08-04,2025-08-28,3,4,3,Loyal Customers,1
C003717,Social,East,355,1,152.43,152.43,2025-01-11,2025-01-11,1,3,3,At Risk,1
C001233,Organic Search,West,388,1,152.18,152.18,2024-12-09,2024-12-09,1,3,3,At Risk,1
C000885,Email,West,638,1,152.03,152.03,2024-04-03,2024-04-03,1,3,3,At Risk,1
C001204,Email,East,175,1,152.02,152.02,2025-07-10,2025-07-10,2,3,3,At Risk,1
C008974,Social,West,593,1,151.89,151.89,2024-05-18,2024-05-18,1,3,3,At Risk,1
C004352,Organic Search,West,82,2,151.75,75.88,2024-09-11,2025-10-11,3,4,3,Loyal Customers,0
C007923,Affiliate,West,277,1,151.73,151.73,2025-03-30,2025-03-30,2,3,3,At Risk,1
C001038,Paid Search,South,47,2,151.44,75.72,2025-06-30,2025-11-15,4,4,3,Champions,0
C005999,Affiliate,East,197,1,151.3,151.3,2025-06-18,2025-06-18,2,3,3,At Risk,1
C006608,Direct,South,68,1,151.04,151.04,2025-10-25,2025-10-25,4,3,3,Potential Loyalists,0
C006112,Social,South,415,1,151.0,151.0,2024-11-12,2024-11-12,1,3,3,At Risk,1
C006280,Affiliate,West,3,2,150.64,75.32,2025-08-13,2025-12-29,5,4,3,Champions,0
C005651,Organic Search,East,17,2,150.63,75.31,2025-12-14,2025-12-15,5,4,3,Champions,0
C008023,Email,North,213,1,150.6,150.6,2025-06-02,2025-06-02,2,3,3,At Risk,1
C005158,Email,North,514,1,150.48,150.48,2024-08-05,2024-08-05,1,3,3,At Risk,1
C005753,Organic Search,East,129,1,150.33,150.33,2025-08-25,2025-08-25,3,3,3,Need Attention,1
C007696,Paid Search,North,512,1,150.25,150.25,2024-08-07,2024-08-07,1,3,3,At Risk,1
C007540,Direct,South,369,1,150.16,150.16,2024-12-28,2024-12-28,1,3,3,At Risk,1
C008093,Organic Search,South,603,1,150.07,150.07,2024-05-08,2024-05-08,1,3,3,At Risk,1
C009142,Direct,North,2,2,149.78,74.89,2025-12-09,2025-12-30,5,4,3,Champions,0
